0,1
0.05,1
0.1,1
0.15,1
0.2,1
0.25,1
0.3,1
0.35,1
0.4,1
0.45,1
0.5,1
0.55,1
0.6,1
0.65,1
0.7,1
0.75,1
0.8,1
0.85,1
0.9,1
0.95,1
1,1
1.05,1
1.1,1
1.15,2
1.2,2
1.25,1
1.3,4
1.35,2
1.4,2
1.45,2
1.5,2
1.55,2
1.6,2
1.65,2
1.7,2
1.75,2
1.8,2
1.85,2
1.9,2
1.95,2
2,2
2.05,3
2.1,3
2.15,3
2.2,4
2.25,7
2.3,8
2.35,8
2.4,6
2.45,7
2.5,4
2.55,4
2.6,4
2.65,4
2.7,4
2.75,3
2.8,3
2.85,3
2.9,3
2.95,3
3,3
3.05,3
3.1,3
3.15,3
3.2,3
3.25,3
3.3,3
3.35,3
3.4,3
3.45,3
3.5,3
3.55,3
3.6,3
3.65,3
3.7,3
3.75,3
3.8,3
3.85,2
3.9,3
3.95,2
4,2
4.05,3
4.1,2
4.15,2
4.2,3
4.25,2
4.3,2
4.35,2
4.4,2
4.45,2
4.5,2
4.55,2
4.6,2
4.65,2
4.7,2
4.75,2
4.8,2
4.85,2
4.9,2
4.95,2
